id,time(utc timestamp),amount(usd),price,side
0,1617354000424000,60892500.0,60935.12475,Buy
225,1617354060299000,60857500.0,60900.10025,Buy
431,1617354120318000,60855000.0,60897.5985,Buy
607,1617354180146000,60846000.0,60888.5922,Buy
776,1617354240253000,60822000.0,60864.5754,Buy
1017,1617354300042000,60843000.0,60885.5901,Buy
1264,1617354360003000,60804500.0,60847.06315,Buy
1551,1617354420028000,60822405.00000026,60864.98068350026,Buy
1761,1617354480273000,60835195.0000003,60877.7796365003,Buy
1903,1617354540203000,60832000.000000015,60874.582400000014,Buy
2024,1617354600098000,60850500.0,60893.09535,Buy
2151,1617354660416000,60901750.0,60944.381225,Buy
2324,1617354720684000,60879000.0,60921.6153,Buy
2522,1617354780094000,60825000.0,60867.5775,Buy
2677,1617354840790000,60816000.00000001,60858.571200000006,Buy
2930,1617354900097000,60741750.0,60784.269225,Buy
3165,1617354960395000,60760000.0,60802.532,Buy
3399,1617355020088000,60827924.999999814,60870.50454749981,Buy
3573,1617355080041000,60766500.0,60809.03655,Buy
3830,1617355140037000,60776500.0,60819.04355,Buy
3964,1617355200080000,60730754.99999896,60773.266528498956,Buy
4237,1617355260189000,60645000.0,60687.4515,Buy
4497,1617355320027000,60741500.0,60784.01905,Buy
4717,1617355380690000,60738500.0,60781.01695,Buy
4944,1617355440193000,60750250.0,60792.775175,Buy
5200,1617355500488000,60828500.0,60871.07995,Buy
5333,1617355560027000,60826000.0,60868.5782,Buy
5652,1617355620296000,60763250.0,60805.784275,Buy
5904,1617355680031000,60795750.0,60838.307025,Buy
6110,1617355740099000,60820250.0,60862.824175,Buy
6257,1617355800122000,60833500.0,60876.08345,Buy
6431,1617355860673000,60836000.0,60878.5852,Buy
6735,1617355920033000,60830000.0,60872.581,Buy
6900,1617355981145000,60877720.00000009,60920.33440400009,Buy
7124,1617356040293000,60866999.999999985,60909.606899999984,Buy
7307,1617356100071000,60929000.0,60971.6503,Buy
7514,1617356160268000,60928000.0,60970.6496,Buy
7717,1617356220241000,60931000.000000015,60973.65170000002,Buy
7900,1617356280780000,60915500.0,60958.14085,Buy
8030,1617356340337000,60940804.9999997,60983.4635634997,Buy
8186,1617356400476000,60928945.00000007,60971.595261500064,Buy
8422,1617356460090000,60976399.99999991,61019.08347999991,Buy
8631,1617356520810000,61004500.0,61047.20315,Buy
8876,1617356580230000,60973500.0,61016.18145,Buy
9106,1617356640245000,60976499.999999985,61019.18354999999,Buy
9385,1617356700465000,60975599.99999999,61018.28291999999,Buy
9604,1617356760112000,60960000.0,61002.672,Buy
9835,1617356820386000,60984400.00000002,61027.08908000002,Buy
10059,1617356880054000,61055900.00000002,61098.639130000025,Buy
10241,1617356940018000,61023000.0,61065.7161,Buy
10426,1617357000157000,61042349.99999998,61085.079644999976,Buy
10594,1617357060394000,61054300.000000045,61097.03801000005,Buy
10735,1617357121099000,61039900.00000002,61082.627930000024,Buy
10935,1617357180373000,60993500.0,61036.19545,Buy
11056,1617357241699000,61019500.0,61062.21365,Buy
11185,1617357300158000,61015000.0,61057.7105,Buy
11319,1617357360347000,60989000.0,61031.6923,Buy
11512,1617357420551000,61020000.0,61062.714,Buy
11632,1617357480482000,61015500.0,61058.21085,Buy
11707,1617357540042000,61015500.000000015,61058.21085000002,Buy
